
2024/07/30 (03:54:55) | ===> btop++ v.1.3.2
2024/08/20 (00:59:50) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (00:59:50) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (00:59:50) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (00:59:50) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (00:59:50) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (00:59:52) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (00:59:54) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (00:59:56) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (00:59:58) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (01:00:00) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (01:00:02) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (01:00:04) | WARNING: NVML: Failed to get VRAM info: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get GPU power usage: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get GPU power state: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get GPU temperature: Unknown Error
2024/08/20 (01:00:06) | WARNING: NVML: Failed to get VRAM info: Unknown Error

2024/08/20 (17:17:54) | ===> btop++ v.1.3.2
2024/08/20 (17:17:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (17:19:51) | ===> btop++ v.1.3.2
2024/08/20 (17:19:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (17:20:19) | ===> btop++ v.1.3.2
2024/08/20 (17:20:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (17:20:30) | ===> btop++ v.1.3.2
2024/08/20 (17:20:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (17:21:17) | ===> btop++ v.1.3.2
2024/08/20 (17:21:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (18:15:56) | ===> btop++ v.1.3.2
2024/08/20 (18:15:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/20 (18:19:47) | ===> btop++ v.1.3.2
2024/08/20 (18:19:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (14:37:28) | ===> btop++ v.1.3.2
2024/08/21 (14:37:28) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (19:50:18) | ===> btop++ v.1.3.2
2024/08/21 (19:50:18) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (19:54:23) | ===> btop++ v.1.3.2
2024/08/21 (19:54:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/21 (19:56:31) | ===> btop++ v.1.3.2
2024/08/21 (19:56:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (09:47:20) | ===> btop++ v.1.3.2
2024/08/22 (09:47:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/22 (09:48:03) | ===> btop++ v.1.3.2
2024/08/22 (09:48:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/25 (16:03:11) | ===> btop++ v.1.3.2
2024/08/25 (16:03:11) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/25 (19:54:00) | ===> btop++ v.1.3.2
2024/08/25 (19:54:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/25 (20:04:04) | ===> btop++ v.1.3.2
2024/08/25 (20:04:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/25 (20:29:51) | ===> btop++ v.1.3.2
2024/08/25 (20:29:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/08/30 (15:35:52) | ===> btop++ v.1.3.2
2024/08/30 (15:35:52) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/01 (16:22:50) | ===> btop++ v.1.3.2
2024/09/01 (16:22:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/01 (16:24:41) | ===> btop++ v.1.3.2
2024/09/01 (16:24:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/01 (16:53:09) | ===> btop++ v.1.3.2
2024/09/01 (16:53:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/01 (18:30:44) | ===> btop++ v.1.3.2
2024/09/01 (18:30:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/03 (14:18:42) | ===> btop++ v.1.3.2
2024/09/03 (14:18:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/05 (13:03:41) | ===> btop++ v.1.3.2
2024/09/05 (13:03:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/06 (23:13:39) | ===> btop++ v.1.3.2
2024/09/06 (23:13:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/07 (13:24:27) | ===> btop++ v.1.3.2
2024/09/07 (13:24:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/07 (22:12:06) | ===> btop++ v.1.3.2
2024/09/07 (22:12:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/08 (17:31:53) | ===> btop++ v.1.3.2
2024/09/08 (17:31:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/08 (17:32:33) | ===> btop++ v.1.3.2
2024/09/08 (17:32:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/08 (20:49:00) | ===> btop++ v.1.3.2
2024/09/08 (20:49:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/08 (20:55:36) | ===> btop++ v.1.3.2
2024/09/08 (20:55:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/08 (20:59:43) | ===> btop++ v.1.3.2
2024/09/08 (20:59:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/08 (22:54:53) | ===> btop++ v.1.3.2
2024/09/08 (22:54:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (12:56:50) | ===> btop++ v.1.3.2
2024/09/09 (12:56:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (12:57:44) | ===> btop++ v.1.3.2
2024/09/09 (12:57:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (13:02:39) | ===> btop++ v.1.3.2
2024/09/09 (13:02:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (13:07:44) | ===> btop++ v.1.3.2
2024/09/09 (13:07:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (13:08:36) | ===> btop++ v.1.3.2
2024/09/09 (13:08:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (13:59:31) | ===> btop++ v.1.3.2
2024/09/09 (13:59:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (16:58:09) | ===> btop++ v.1.3.2
2024/09/09 (16:58:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/09 (18:33:23) | ===> btop++ v.1.3.2
2024/09/09 (18:33:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/10 (18:50:09) | ===> btop++ v.1.3.2
2024/09/10 (18:50:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/11 (08:37:45) | ===> btop++ v.1.3.2
2024/09/11 (08:37:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/11 (08:44:09) | ===> btop++ v.1.3.2
2024/09/11 (08:44:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/11 (09:04:38) | ===> btop++ v.1.3.2
2024/09/11 (09:04:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/11 (11:30:44) | ===> btop++ v.1.3.2
2024/09/11 (11:30:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/11 (16:56:56) | ===> btop++ v.1.3.2
2024/09/11 (16:56:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/11 (16:59:04) | ===> btop++ v.1.3.2
2024/09/11 (16:59:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (08:30:29) | ===> btop++ v.1.3.2
2024/09/13 (08:30:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (08:37:25) | ===> btop++ v.1.3.2
2024/09/13 (08:37:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/13 (17:05:47) | ===> btop++ v.1.3.2
2024/09/13 (17:05:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/14 (12:18:17) | ===> btop++ v.1.3.2
2024/09/14 (12:18:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/15 (13:20:13) | ===> btop++ v.1.3.2
2024/09/15 (13:20:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/15 (13:28:55) | ===> btop++ v.1.3.2
2024/09/15 (13:28:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/15 (21:50:34) | ===> btop++ v.1.3.2
2024/09/15 (21:50:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/16 (14:03:09) | ===> btop++ v.1.3.2
2024/09/16 (14:03:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/18 (15:36:23) | ===> btop++ v.1.3.2
2024/09/18 (15:36:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/18 (15:55:54) | ===> btop++ v.1.3.2
2024/09/18 (15:55:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/20 (16:47:32) | ===> btop++ v.1.3.2
2024/09/20 (16:47:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/20 (16:56:40) | ===> btop++ v.1.3.2
2024/09/20 (16:56:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/20 (23:02:53) | ===> btop++ v.1.3.2
2024/09/20 (23:02:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:47:17) | ===> btop++ v.1.3.2
2024/09/21 (10:47:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:47:36) | ===> btop++ v.1.3.2
2024/09/21 (10:47:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:48:33) | ===> btop++ v.1.3.2
2024/09/21 (10:48:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:49:31) | ===> btop++ v.1.3.2
2024/09/21 (10:49:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:49:31) | ===> btop++ v.1.3.2
2024/09/21 (10:49:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:50:10) | ===> btop++ v.1.3.2
2024/09/21 (10:50:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:50:20) | ===> btop++ v.1.3.2
2024/09/21 (10:50:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:51:19) | ===> btop++ v.1.3.2
2024/09/21 (10:51:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:52:05) | ===> btop++ v.1.3.2
2024/09/21 (10:52:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (10:52:36) | ===> btop++ v.1.3.2
2024/09/21 (10:52:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (19:07:22) | ===> btop++ v.1.3.2
2024/09/21 (19:07:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/21 (22:19:34) | ===> btop++ v.1.3.2
2024/09/21 (22:19:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/22 (10:58:58) | ===> btop++ v.1.3.2
2024/09/22 (10:58:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/22 (16:37:46) | ===> btop++ v.1.3.2
2024/09/22 (16:37:46) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/23 (19:43:57) | ===> btop++ v.1.3.2
2024/09/23 (19:43:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/23 (19:51:24) | ===> btop++ v.1.3.2
2024/09/23 (19:51:24) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/24 (23:36:30) | ===> btop++ v.1.4.0
2024/09/24 (23:36:30) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/25 (21:09:06) | ===> btop++ v.1.4.0
2024/09/25 (21:09:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/29 (11:34:20) | ===> btop++ v.1.4.0
2024/09/29 (11:34:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/09/29 (11:48:02) | ===> btop++ v.1.4.0
2024/09/29 (11:48:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/01 (11:24:03) | ===> btop++ v.1.4.0
2024/10/01 (11:24:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/01 (11:42:55) | ===> btop++ v.1.4.0
2024/10/01 (11:42:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/02 (16:06:43) | ===> btop++ v.1.4.0
2024/10/02 (16:06:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/02 (17:48:43) | ===> btop++ v.1.4.0
2024/10/02 (17:48:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/02 (18:04:44) | ===> btop++ v.1.4.0
2024/10/02 (18:04:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/02 (18:04:48) | ===> btop++ v.1.4.0
2024/10/02 (18:04:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/02 (18:06:20) | ===> btop++ v.1.4.0
2024/10/02 (18:06:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/03 (16:11:22) | ===> btop++ v.1.4.0
2024/10/03 (16:11:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/04 (15:34:04) | ===> btop++ v.1.4.0
2024/10/04 (15:34:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/06 (14:36:51) | ===> btop++ v.1.4.0
2024/10/06 (14:36:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/06 (14:52:29) | ===> btop++ v.1.4.0
2024/10/06 (14:52:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/06 (15:26:44) | ===> btop++ v.1.4.0
2024/10/06 (15:26:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/06 (17:58:17) | ===> btop++ v.1.4.0
2024/10/06 (17:58:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2024/10/06 (18:12:55) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/10/06 (18:12:55) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/10/06 (18:12:57) | ERROR: Stall in Runner thread, restarting!
2024/10/06 (18:12:59) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/10/06 (18:12:59) | WARNING: NVML: Failed to get GPU utilization: Unknown Error
2024/10/06 (18:12:59) | WARNING: NVML: Failed to get PCIe RX throughput: Unknown Error
2024/10/06 (18:12:59) | WARNING: NVML: Failed to get PCIe TX throughput: Unknown Error
2024/10/06 (18:12:59) | WARNING: NVML: Failed to get GPU clock speed: Unknown Error
2024/10/06 (18:12:59) | WARNING: NVML: Failed to get VRAM clock speed: Unknown Error

2024/10/08 (20:26:05) | ===> btop++ v.1.4.0
2024/10/08 (20:26:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/08 (22:59:06) | ===> btop++ v.1.4.0
2024/10/08 (22:59:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/09 (01:26:23) | ===> btop++ v.1.4.0
2024/10/09 (01:26:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/09 (02:41:40) | ===> btop++ v.1.4.0
2024/10/09 (02:41:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/10 (20:13:58) | ===> btop++ v.1.4.0
2024/10/10 (20:13:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/11 (00:13:00) | ===> btop++ v.1.4.0
2024/10/11 (00:13:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/11 (15:52:58) | ===> btop++ v.1.4.0
2024/10/11 (15:52:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/11 (15:53:57) | ===> btop++ v.1.4.0
2024/10/11 (15:53:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/12 (11:41:29) | ===> btop++ v.1.4.0
2024/10/12 (11:41:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/12 (12:02:25) | ===> btop++ v.1.4.0
2024/10/12 (12:02:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/12 (13:32:55) | ===> btop++ v.1.4.0
2024/10/12 (13:32:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/12 (22:34:32) | ===> btop++ v.1.4.0
2024/10/12 (22:34:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/13 (19:39:54) | ===> btop++ v.1.4.0
2024/10/13 (19:39:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/13 (21:18:09) | ===> btop++ v.1.4.0
2024/10/13 (21:18:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/13 (21:18:10) | ===> btop++ v.1.4.0
2024/10/13 (21:18:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/13 (21:18:12) | ===> btop++ v.1.4.0
2024/10/13 (21:18:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/14 (11:28:22) | ===> btop++ v.1.4.0
2024/10/14 (11:28:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/14 (19:21:09) | ===> btop++ v.1.4.0
2024/10/14 (19:21:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/14 (19:22:04) | ===> btop++ v.1.4.0
2024/10/14 (19:22:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/14 (19:23:19) | ===> btop++ v.1.4.0
2024/10/14 (19:23:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/15 (13:31:56) | ===> btop++ v.1.4.0
2024/10/15 (13:31:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/16 (19:57:39) | ===> btop++ v.1.4.0
2024/10/16 (19:57:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/17 (00:24:02) | ===> btop++ v.1.4.0
2024/10/17 (00:24:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/17 (00:30:54) | ===> btop++ v.1.4.0
2024/10/17 (00:30:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/17 (00:34:32) | ===> btop++ v.1.4.0
2024/10/17 (00:34:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2024/10/17 (00:34:45) | ===> btop++ v.1.4.0
2024/10/17 (00:34:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

